Build Type,Date, Time, Application,Environment,Release,Publish Type,App Job Name, App Job Build Number,Spinner Job Name, Spinner Job Build Number,App Job Duration,Spinner Job Duration,Total Execution,Total Time (In mins.secs)
,7/22/2016,8:55:50,WINDPLM,DEV3,wind_dev_4_3_IB,all,PLM-WINDPLM-APP,451,PLM-WINDPLM-DB,395,18 mins 18 secs,0 mins 56 secs,19 mins 15 secs,19.15
,7/22/2016,12:06:32,POWERPLM,DEV1,Release_1_0,all,PLM-POWERPLM-APP,14,PLM-POWERPLM-DB,5,76 mins 22 secs,1 mins 46 secs,78 mins 9 secs,78.9
,7/22/2016,14:03:53,WINDPLM,DEV4,wind_dev_4_4,all,PLM-WINDPLM-APP,452,PLM-WINDPLM-DB,396,23 mins 57 secs,0 mins 55 secs,24 mins 53 secs,24.53
,7/22/2016,14:09:08,ENERGYPLM,QA1,Release_6_0_90,app,PLM-ENERGYPLM-APP,289,,,23 mins 34 secs,,23 mins 34 secs,23.34
,7/22/2016,15:36:53,POWERPLM,DEV1,Release_1_0,all,PLM-POWERPLM-APP,16,PLM-POWERPLM-DB,6,92 mins 32 secs,1 mins 41 secs,94 mins 14 secs,94.14
,7/22/2016,16:48:52,POWERPLM,DEV1,Release_1_0,db,PLM-POWERPLM-APP,17,PLM-POWERPLM-DB,7,46 mins 6 secs,1 mins 0 secs,47 mins 7 secs,47.7
,7/23/2016,0:16:34,WINDPLM,DEV3,wind_dev_4_3_IB,all,PLM-WINDPLM-APP,453,PLM-WINDPLM-DB,397,29 mins 26 secs,0 mins 43 secs,30 mins 9 secs,30.9
,7/23/2016,8:46:12,WINDPLM,DEV3,wind_dev_4_3_IB,db,PLM-WINDPLM-APP,454,PLM-WINDPLM-DB,398,6 mins 43 secs,0 mins 39 secs,7 mins 22 secs,7.22
,7/24/2016,3:49:00,WINDPLM,QA2,Release_4_4,all,PLM-WINDPLM-APP,455,PLM-WINDPLM-DB,399,18 mins 25 secs,0 mins 41 secs,19 mins 6 secs,19.6
,7/25/2016,2:41:48,WINDPLM,QA3,Release_4_3,app,PLM-WINDPLM-APP,456,,,28 mins 3 secs,,28 mins 3 secs,28.3
,7/25/2016,2:49:37,WINDPLM,QA3,Release_4_3,db,PLM-WINDPLM-APP,457,PLM-WINDPLM-DB,400,6 mins 25 secs,0 mins 43 secs,7 mins 9 secs,7.9
,7/25/2016,4:41:25,POWERPLM,DEV1,Release_1_0,db,PLM-POWERPLM-APP,18,PLM-POWERPLM-DB,8,66 mins 25 secs,2 mins 12 secs,68 mins 37 secs,68.37
,7/25/2016,6:58:39,WINDPLM,DEV4,wind_dev_4_4,all,PLM-WINDPLM-APP,458,PLM-WINDPLM-DB,401,19 mins 31 secs,0 mins 51 secs,20 mins 22 secs,20.22
,7/25/2016,7:36:20,POWERPLM,DEV1,Release_1_0,db,PLM-POWERPLM-APP,19,PLM-POWERPLM-DB,9,51 mins 42 secs,1 mins 6 secs,52 mins 48 secs,52.48
,7/25/2016,8:58:57,WINDPLM,DEV3,wind_dev_4_3_IB,all,PLM-WINDPLM-APP,459,PLM-WINDPLM-DB,402,20 mins 11 secs,0 mins 43 secs,20 mins 55 secs,20.55
,7/25/2016,10:40:50,ENERGYPLM,QA2,Release_6_0_90_temp,all,PLM-ENERGYPLM-APP,290,PLM-ENERGYPLM-DB,218,38 mins 35 secs,0 mins 52 secs,39 mins 28 secs,39.28
,7/25/2016,13:58:01,WINDPLM,DEV4,wind_dev_4_4,all,PLM-WINDPLM-APP,460,PLM-WINDPLM-DB,403,18 mins 55 secs,0 mins 47 secs,19 mins 42 secs,19.42
,7/26/2016,0:02:56,WINDPLM,DEV3,wind_dev_4_3_IB,db,PLM-WINDPLM-APP,461,PLM-WINDPLM-DB,404,20 mins 8 secs,0 mins 51 secs,21 mins 0 secs,21
,7/26/2016,3:08:14,WINDPLM,DEV4,wind_dev_4_4,all,PLM-WINDPLM-APP,462,PLM-WINDPLM-DB,405,25 mins 30 secs,0 mins 57 secs,26 mins 28 secs,26.28
,7/26/2016,4:20:10,WINDPLM,QA2,Release_4_4,all,PLM-WINDPLM-APP,463,PLM-WINDPLM-DB,406,19 mins 3 secs,0 mins 37 secs,19 mins 41 secs,19.41
,7/26/2016,4:56:42,WINDPLM,QA3,Release_4_3,app,PLM-WINDPLM-APP,464,,,19 mins 25 secs,,19 mins 25 secs,19.25
,7/26/2016,5:03:47,WINDPLM,QA3,Release_4_3,db,PLM-WINDPLM-APP,465,PLM-WINDPLM-DB,407,5 mins 56 secs,0 mins 47 secs,6 mins 43 secs,6.43
,7/26/2016,6:58:15,WINDPLM,DEV,wind_dev_4_5,all,PLM-WINDPLM-APP,466,PLM-WINDPLM-DB,408,18 mins 33 secs,0 mins 39 secs,19 mins 13 secs,19.13
,7/26/2016,8:59:15,WINDPLM,DEV3,wind_dev_4_3_IB,all,PLM-WINDPLM-APP,467,PLM-WINDPLM-DB,409,19 mins 54 secs,0 mins 58 secs,20 mins 53 secs,20.53
,7/26/2016,11:09:52,WINDPLM,QA3,Release_4_3,db,PLM-WINDPLM-APP,468,PLM-WINDPLM-DB,410,15 mins 55 secs,0 mins 44 secs,16 mins 40 secs,16.4
,7/26/2016,12:59:54,ENERGYPLM,QA1,Release_6_0_90,all,PLM-ENERGYPLM-APP,291,PLM-ENERGYPLM-DB,219,29 mins 3 secs,0 mins 31 secs,29 mins 35 secs,29.35
,7/26/2016,14:00:46,WINDPLM,DEV4,wind_dev_4_4,all,PLM-WINDPLM-APP,469,PLM-WINDPLM-DB,411,20 mins 48 secs,0 mins 50 secs,21 mins 38 secs,21.38
,7/26/2016,23:59:24,WINDPLM,DEV3,wind_dev_4_3_IB,db,PLM-WINDPLM-APP,470,PLM-WINDPLM-DB,412,16 mins 19 secs,0 mins 46 secs,17 mins 6 secs,17.6
,7/27/2016,3:02:58,WINDPLM,DEV,wind_dev_4_5,db,PLM-WINDPLM-APP,471,PLM-WINDPLM-DB,413,19 mins 39 secs,0 mins 48 secs,20 mins 27 secs,20.27
,7/27/2016,3:51:01,WINDPLM,QA3,Release_4_3,db,PLM-WINDPLM-APP,472,PLM-WINDPLM-DB,414,23 mins 13 secs,0 mins 52 secs,24 mins 6 secs,24.6
,7/27/2016,4:58:09,WINDPLM,QA3,Release_4_3,app,PLM-WINDPLM-APP,473,,,15 mins 10 secs,,15 mins 10 secs,15.1
,7/27/2016,6:11:08,ENERGYPLM,QA1,Release_6_0_90,db,PLM-ENERGYPLM-APP,292,PLM-ENERGYPLM-DB,220,11 mins 57 secs,0 mins 52 secs,12 mins 50 secs,12.5
,7/27/2016,7:05:03,WINDPLM,DEV4,wind_dev_4_4,all,PLM-WINDPLM-APP,474,PLM-WINDPLM-DB,415,23 mins 13 secs,0 mins 51 secs,24 mins 5 secs,24.5
,7/27/2016,7:28:56,WINDPLM,DEV,wind_dev_4_5,db,PLM-WINDPLM-APP,475,PLM-WINDPLM-DB,416,22 mins 28 secs,0 mins 50 secs,23 mins 19 secs,23.19
Manual,7/27/2016,7:45:15,POWERPLM,DEV2,Release_1_0,db,PLM-POWERPLM-APP,21,PLM-POWERPLM-DB,11,59 mins 59 secs,1 mins 38 secs,61 mins 38 secs,61.38
,7/27/2016,8:23:04,WINDPLM,DEV4,wind_dev_4_4,db,PLM-WINDPLM-APP,476,PLM-WINDPLM-DB,417,14 mins 53 secs,0 mins 54 secs,15 mins 48 secs,15.48
,7/27/2016,8:54:49,WINDPLM,DEV3,wind_dev_4_3_IB,db,PLM-WINDPLM-APP,477,PLM-WINDPLM-DB,418,14 mins 57 secs,0 mins 49 secs,15 mins 47 secs,15.47
,7/27/2016,9:10:06,WINDPLM,DEV4,wind_dev_4_4,db,PLM-WINDPLM-APP,478,PLM-WINDPLM-DB,419,15 mins 14 secs,0 mins 52 secs,16 mins 7 secs,16.7
Auto,7/27/2016,10:56:24,WINDPLM,DEV,wind_dev_4_5,db,PLM-WINDPLM-APP,479,PLM-WINDPLM-DB,420,15 mins 7 secs,0 mins 42 secs,15 mins 50 secs,15.5
,7/27/2016,13:49:01,ENERGYPLM,QA1,Release_6_0_90,db,PLM-ENERGYPLM-APP,293,PLM-ENERGYPLM-DB,221,12 mins 14 secs,0 mins 39 secs,12 mins 54 secs,12.54
Auto,7/27/2016,13:57:10,WINDPLM,DEV4,wind_dev_4_4,all,PLM-WINDPLM-APP,480,PLM-WINDPLM-DB,421,18 mins 45 secs,0 mins 45 secs,19 mins 31 secs,19.31
Manual,7/27/2016,14:46:56,POWERPLM,DEV1,Release_1_0,db,PLM-POWERPLM-APP,22,PLM-POWERPLM-DB,12,39 mins 49 secs,1 mins 19 secs,41 mins 9 secs,41.9
Manual,7/27/2016,17:02:01,POWERPLM,DEV2,Release_1_0,all,PLM-POWERPLM-APP,23,PLM-POWERPLM-DB,13,75 mins 11 secs,1 mins 35 secs,76 mins 47 secs,76.47
Manual,7/28/2016,2:39:35,NuclearPLM,DEV16,Release_4_0,all,PLM-NuclearPLM-APP,3,PLM-NuclearPLM-DB,3,55 mins 4 secs,1 mins 53 secs,56 mins 57 secs,56.57
Manual,7/28/2016,5:53:36,WINDPLM,QA2,Release_4_4,db,PLM-WINDPLM-APP,482,PLM-WINDPLM-DB,422,9 mins 1 secs,0 mins 54 secs,9 mins 55 secs,9.55
Auto,7/28/2016,6:55:33,WINDPLM,DEV4,wind_dev_4_4,db,PLM-WINDPLM-APP,483,PLM-WINDPLM-DB,423,14 mins 56 secs,0 mins 59 secs,15 mins 55 secs,15.55
Auto,7/28/2016,7:09:53,WINDPLM,DEV,wind_dev_4_5,db,PLM-WINDPLM-APP,484,PLM-WINDPLM-DB,424,14 mins 34 secs,0 mins 41 secs,15 mins 15 secs,15.15
Auto,7/28/2016,8:56:01,WINDPLM,DEV3,wind_dev_4_3_IB,db,PLM-WINDPLM-APP,485,PLM-WINDPLM-DB,425,16 mins 31 secs,0 mins 56 secs,17 mins 27 secs,17.27
Auto,7/28/2016,9:16:37,WINDPLM,QA3,Release_4_3,app,PLM-WINDPLM-APP,486,,,21 mins 56 secs,,21 mins 56 secs,21.56
Auto,7/28/2016,9:25:47,WINDPLM,QA3,Release_4_3,db,PLM-WINDPLM-APP,487,PLM-WINDPLM-DB,426,7 mins 4 secs,0 mins 43 secs,7 mins 48 secs,7.48
Manual,7/28/2016,10:37:02,POWERPLM,DEV2,Release_1_0,all,PLM-POWERPLM-APP,24,PLM-POWERPLM-DB,14,91 mins 8 secs,1 mins 32 secs,92 mins 40 secs,92.4
Auto,7/28/2016,10:54:35,WINDPLM,QA3,Release_4_3,db,PLM-WINDPLM-APP,488,PLM-WINDPLM-DB,427,6 mins 53 secs,0 mins 59 secs,7 mins 52 secs,7.52
Auto,7/28/2016,12:30:48,WINDPLM,QA,Release_4_5,all,PLM-WINDPLM-APP,489,PLM-WINDPLM-DB,428,28 mins 57 secs,0 mins 38 secs,29 mins 35 secs,29.35
Manual,7/28/2016,12:47:55,POWERPLM,DEV2,Release_1_0,db,PLM-POWERPLM-APP,26,PLM-POWERPLM-DB,15,56 mins 54 secs,1 mins 15 secs,58 mins 10 secs,58.1
Auto,7/28/2016,14:03:49,WINDPLM,DEV4,wind_dev_4_4,all,PLM-WINDPLM-APP,490,PLM-WINDPLM-DB,429,24 mins 10 secs,0 mins 59 secs,25 mins 9 secs,25.9
Manual,7/28/2016,14:59:33,POWERPLM,DEV1,Release_1_0,all,PLM-POWERPLM-APP,27,PLM-POWERPLM-DB,16,89 mins 9 secs,1 mins 26 secs,90 mins 36 secs,90.36
Manual,7/28/2016,16:19:22,POWERPLM,DEV1,Release_1_0,db,PLM-POWERPLM-APP,28,PLM-POWERPLM-DB,17,57 mins 10 secs,1 mins 43 secs,58 mins 53 secs,58.53
Auto,7/29/2016,0:45:54,WINDPLM,DEV3,wind_dev_4_3_IB,all,PLM-WINDPLM-APP,491,PLM-WINDPLM-DB,430,40 mins 22 secs,0 mins 44 secs,41 mins 6 secs,41.6
Auto,7/29/2016,3:11:42,WINDPLM,DEV4,wind_dev_4_4,all,PLM-WINDPLM-APP,492,PLM-WINDPLM-DB,431,23 mins 13 secs,0 mins 51 secs,24 mins 5 secs,24.5
Auto,7/29/2016,3:28:00,WINDPLM,DEV,wind_dev_4_5,db,PLM-WINDPLM-APP,493,PLM-WINDPLM-DB,432,16 mins 5 secs,0 mins 51 secs,16 mins 56 secs,16.56
Auto,7/29/2016,3:47:56,WINDPLM,QA,Release_4_5,app,PLM-WINDPLM-APP,494,,,21 mins 14 secs,,21 mins 14 secs,21.14
Auto,7/29/2016,6:03:45,WINDPLM,QA2,Release_4_4,db,PLM-WINDPLM-APP,495,PLM-WINDPLM-DB,433,16 mins 47 secs,0 mins 49 secs,17 mins 37 secs,17.37
Auto,7/29/2016,6:12:49,WINDPLM,QA2,Release_4_4,app,PLM-WINDPLM-APP,496,,,10 mins 19 secs,,10 mins 19 secs,10.19
Auto,7/29/2016,6:56:34,WINDPLM,DEV4,wind_dev_4_4,db,PLM-WINDPLM-APP,497,PLM-WINDPLM-DB,434,15 mins 29 secs,1 mins 1 secs,16 mins 30 secs,16.3
Auto,7/29/2016,7:13:47,WINDPLM,DEV,wind_dev_4_5,app,PLM-WINDPLM-APP,498,,,18 mins 34 secs,,18 mins 34 secs,18.34
Manual,7/29/2016,8:25:12,ENERGYPLM,QA2,Release_6_0_90_temp,all,PLM-ENERGYPLM-APP,294,PLM-ENERGYPLM-DB,222,31 mins 48 secs,0 mins 32 secs,32 mins 20 secs,32.2
Manual,7/29/2016,10:33:32,ENERGYPLM,QA2,Release_6_0_90,all,PLM-ENERGYPLM-APP,295,PLM-ENERGYPLM-DB,223,27 mins 19 secs,0 mins 31 secs,27 mins 50 secs,27.5
Auto,7/29/2016,10:46:32,WINDPLM,DEV,wind_dev_4_5,db,PLM-WINDPLM-APP,499,PLM-WINDPLM-DB,435,6 mins 44 secs,0 mins 39 secs,7 mins 24 secs,7.24
Manual,7/29/2016,12:26:19,POWERPLM,DEV1,Release_1_0,db,PLM-POWERPLM-APP,29,PLM-POWERPLM-DB,18,68 mins 8 secs,2 mins 45 secs,70 mins 53 secs,70.53
Manual,7/29/2016,13:18:24,POWERPLM,DEV2,Release_1_0,db,PLM-POWERPLM-APP,30,PLM-POWERPLM-DB,19,53 mins 44 secs,1 mins 5 secs,54 mins 49 secs,54.49
Auto,7/29/2016,14:11:35,WINDPLM,DEV4,wind_dev_4_4,app,PLM-WINDPLM-APP,500,,,29 mins 56 secs,,29 mins 56 secs,29.56
Auto,7/29/2016,15:03:52,WINDPLM,QA,Release_4_5,all,PLM-WINDPLM-APP,501,PLM-WINDPLM-DB,436,18 mins 16 secs,0 mins 40 secs,18 mins 56 secs,18.56
Auto,7/29/2016,23:30:31,WINDPLM,QA3,Release_4_3,all,PLM-WINDPLM-APP,502,PLM-WINDPLM-DB,437,26 mins 8 secs,0 mins 42 secs,26 mins 50 secs,26.5
Auto,7/30/2016,0:02:54,WINDPLM,DEV3,wind_dev_4_3_IB,all,PLM-WINDPLM-APP,503,PLM-WINDPLM-DB,438,21 mins 23 secs,0 mins 49 secs,22 mins 13 secs,22.13
Auto,7/30/2016,3:09:48,WINDPLM,DEV4,wind_dev_4_4,all,PLM-WINDPLM-APP,504,PLM-WINDPLM-DB,439,28 mins 2 secs,0 mins 54 secs,28 mins 56 secs,28.56
Auto,7/30/2016,13:48:15,WINDPLM,DEV4,wind_dev_4_4,all,PLM-WINDPLM-APP,505,PLM-WINDPLM-DB,440,10 mins 1 secs,0 mins 49 secs,10 mins 51 secs,10.51
Manual,8/1/2016,2:16:55,WINDPLM,DEV4,wind_dev_4_4,all,PLM-WINDPLM-APP,506,PLM-WINDPLM-DB,441,31 mins 49 secs,1 mins 30 secs,33 mins 19 secs,33.19
Manual,8/1/2016,3:34:18,ENERGYPLM,QA2,Release_6_1_10,all,PLM-ENERGYPLM-APP,297,PLM-ENERGYPLM-DB,224,97 mins 32 secs,0 mins 54 secs,98 mins 26 secs,98.26
Auto,8/1/2016,4:20:29,WINDPLM,DEV3,wind_dev_4_3_IB,db,PLM-WINDPLM-APP,507,PLM-WINDPLM-DB,442,31 mins 36 secs,1 mins 40 secs,33 mins 16 secs,33.16
Auto,8/1/2016,5:55:54,WINDPLM,QA2,Release_4_4,all,PLM-WINDPLM-APP,508,PLM-WINDPLM-DB,443,27 mins 56 secs,0 mins 53 secs,28 mins 50 secs,28.5
Auto,8/1/2016,6:09:24,WINDPLM,QA2,Release_4_4,app,PLM-WINDPLM-APP,509,,,14 mins 23 secs,,14 mins 23 secs,14.23
Auto,8/1/2016,7:03:52,WINDPLM,DEV4,wind_dev_4_4,app,PLM-WINDPLM-APP,510,,,25 mins 10 secs,,25 mins 10 secs,25.1
Manual,8/1/2016,7:54:37,WINDPLM,QA,Release_4_5,all,PLM-WINDPLM-APP,511,PLM-WINDPLM-DB,444,21 mins 4 secs,1 mins 0 secs,22 mins 5 secs,22.5
Manual,8/1/2016,10:13:28,ENERGYPLM,QA2,Release_6_1_10,all,PLM-ENERGYPLM-APP,298,PLM-ENERGYPLM-DB,225,16 mins 50 secs,0 mins 30 secs,17 mins 21 secs,17.21
Auto,8/1/2016,10:49:20,AEROPLM,DEV,Dev_3_10_0,db,PLM-AEROPLM-APP,189,PLM-AEROPLM-DB,197,5 mins 35 secs,1 mins 12 secs,6 mins 48 secs,6.48
Auto,8/1/2016,10:55:58,WINDPLM,QA,Release_4_5,db,PLM-WINDPLM-APP,513,PLM-WINDPLM-DB,445,15 mins 26 secs,0 mins 43 secs,16 mins 10 secs,16.1
Manual,8/1/2016,11:47:05,NuclearPLM,DEV16,Release_4_0,all,PLM-NuclearPLM-APP,4,PLM-NuclearPLM-DB,4,102 mins 28 secs,7 mins 8 secs,109 mins 36 secs,109.36
Auto,8/1/2016,14:08:27,WINDPLM,DEV4,wind_dev_4_4,all,PLM-WINDPLM-APP,514,PLM-WINDPLM-DB,446,27 mins 46 secs,0 mins 51 secs,28 mins 37 secs,28.37
Manual,8/1/2016,15:27:42,POWERPLM,DEV1,Release_1_0,all,PLM-POWERPLM-APP,31,PLM-POWERPLM-DB,20,86 mins 21 secs,1 mins 31 secs,87 mins 52 secs,87.52
Manual,8/1/2016,17:21:33,POWERPLM,DEV2,Release_1_0,all,PLM-POWERPLM-APP,32,PLM-POWERPLM-DB,21,80 mins 14 secs,1 mins 31 secs,81 mins 45 secs,81.45
Manual,8/1/2016,17:39:23,NuclearPLM,DEV16,Release_4_0,db,PLM-NuclearPLM-APP,5,PLM-NuclearPLM-DB,5,86 mins 5 secs,6 mins 13 secs,92 mins 19 secs,92.19
Auto,8/2/2016,0:06:48,WINDPLM,DEV3,wind_dev_4_3_IB,db,PLM-WINDPLM-APP,515,PLM-WINDPLM-DB,447,23 mins 19 secs,0 mins 55 secs,24 mins 14 secs,24.14
Auto,8/2/2016,3:07:13,WINDPLM,DEV4,wind_dev_4_4,all,PLM-WINDPLM-APP,516,PLM-WINDPLM-DB,448,24 mins 16 secs,0 mins 52 secs,25 mins 8 secs,25.8
Auto,8/2/2016,3:25:21,WINDPLM,DEV,wind_dev_4_5,app,PLM-WINDPLM-APP,517,,,19 mins 6 secs,,19 mins 6 secs,19.6
Auto,8/2/2016,3:57:51,WINDPLM,DEV3,wind_dev_4_3_IB,app,PLM-WINDPLM-APP,518,,,18 mins 20 secs,,18 mins 20 secs,18.2
Auto,8/2/2016,7:03:16,WINDPLM,DEV4,wind_dev_4_4,all,PLM-WINDPLM-APP,519,PLM-WINDPLM-DB,449,20 mins 39 secs,0 mins 53 secs,21 mins 33 secs,21.33
Auto,8/2/2016,7:26:29,WINDPLM,DEV,wind_dev_4_5,db,PLM-WINDPLM-APP,520,PLM-WINDPLM-DB,450,22 mins 19 secs,0 mins 47 secs,23 mins 6 secs,23.6
Manual,8/2/2016,7:44:04,POWERPLM,DEV1,Release_1_0,db,PLM-POWERPLM-APP,33,PLM-POWERPLM-DB,22,62 mins 43 secs,1 mins 24 secs,64 mins 7 secs,64.7
Auto,8/2/2016,7:49:06,WINDPLM,QA3,Release_4_3,db,PLM-WINDPLM-APP,521,PLM-WINDPLM-DB,451,20 mins 5 secs,0 mins 48 secs,20 mins 54 secs,20.54
Manual,8/2/2016,8:48:14,ENERGYPLM,QA2,Release_6_1_10,all,PLM-ENERGYPLM-APP,299,PLM-ENERGYPLM-DB,226,33 mins 23 secs,0 mins 51 secs,34 mins 15 secs,34.15
Manual,8/2/2016,8:51:50,POWERPLM,DEV2,Release_1_0,db,PLM-POWERPLM-APP,34,PLM-POWERPLM-DB,23,61 mins 35 secs,1 mins 33 secs,63 mins 8 secs,63.8
Auto,8/2/2016,9:14:09,WINDPLM,DEV3,wind_dev_4_3_IB,all,PLM-WINDPLM-APP,522,PLM-WINDPLM-DB,452,23 mins 55 secs,0 mins 57 secs,24 mins 53 secs,24.53
Manual,8/2/2016,9:43:13,NuclearPLM,DEV16,Release_4_0,all,PLM-NuclearPLM-APP,8,PLM-NuclearPLM-DB,6,106 mins 5 secs,1 mins 28 secs,107 mins 33 secs,107.33
Auto,8/2/2016,13:59:00,WINDPLM,DEV4,wind_dev_4_4,all,PLM-WINDPLM-APP,523,PLM-WINDPLM-DB,453,20 mins 31 secs,0 mins 48 secs,21 mins 20 secs,21.2
Manual,8/2/2016,15:49:56,POWERPLM,DEV1,Release_1_0,db,PLM-POWERPLM-APP,35,PLM-POWERPLM-DB,24,50 mins 2 secs,1 mins 27 secs,51 mins 30 secs,51.3
Manual,8/2/2016,16:41:00,POWERPLM,DEV2,Release_1_0,db,PLM-POWERPLM-APP,36,PLM-POWERPLM-DB,25,51 mins 2 secs,1 mins 27 secs,52 mins 30 secs,52.3
Auto,8/3/2016,0:01:30,WINDPLM,DEV3,wind_dev_4_3_IB,db,PLM-WINDPLM-APP,524,PLM-WINDPLM-DB,454,19 mins 20 secs,1 mins 2 secs,20 mins 22 secs,20.22
Auto,08/03/2016,03:01:08,WINDPLM,DEV,wind_dev_4_5,db,PLM-WINDPLM-APP,525,PLM-WINDPLM-DB,455,16 mins 39 secs,0 mins 52 secs,17 mins 32 secs,17.32
Auto,8/3/2016,03:19:52,WINDPLM,QA2,Release_4_4,all,PLM-WINDPLM-APP,526,PLM-WINDPLM-DB,456,19 mins 9 secs,0 mins 42 secs,19 mins 51 secs,19.51
Auto,8/3/2016,05:55:47,WINDPLM,QA3,Release_4_3,all,PLM-WINDPLM-APP,527,PLM-WINDPLM-DB,457,18 mins 18 secs,0 mins 41 secs,19 mins 0 secs,19.0
Auto,8/3/2016,06:13:44,WINDPLM,QA3,Release_4_3,db,PLM-WINDPLM-APP,528,PLM-WINDPLM-DB,458,6 mins 28 secs,0 mins 39 secs,7 mins 8 secs,7.8
Auto,8/3/2016,06:28:44,WINDPLM,QA3,Release_4_3,db,PLM-WINDPLM-APP,529,PLM-WINDPLM-DB,459,6 mins 30 secs,0 mins 42 secs,7 mins 13 secs,7.13
Auto,8/3/2016,06:57:59,WINDPLM,DEV,wind_dev_4_5,all,PLM-WINDPLM-APP,530,PLM-WINDPLM-DB,460,18 mins 5 secs,0 mins 37 secs,18 mins 43 secs,18.43
Auto,8/3/2016,07:12:53,WINDPLM,QA3,Release_4_3,db,PLM-WINDPLM-APP,531,PLM-WINDPLM-DB,461,14 mins 33 secs,0 mins 43 secs,15 mins 17 secs,15.17
Auto,8/3/2016,08:54:46,WINDPLM,DEV3,wind_dev_4_3_IB,db,PLM-WINDPLM-APP,532,PLM-WINDPLM-DB,462,15 mins 11 secs,0 mins 56 secs,16 mins 7 secs,16.7
Manual,8/3/2016,10:38:13,ENERGYPLM,QA2,Release_6_1_10,db,PLM-ENERGYPLM-APP,300,PLM-ENERGYPLM-DB,227,10 mins 40 secs,1 mins 0 secs,11 mins 41 secs,11.41
Auto,8/3/2016,11:04:04,WINDPLM,DEV,wind_dev_4_5,db,PLM-WINDPLM-APP,533,PLM-WINDPLM-DB,463,18 mins 55 secs,1 mins 1 secs,19 mins 57 secs,19.57
Manual,8/3/2016,11:41:45,NuclearPLM,DEV16,Release_4_0,app,PLM-NuclearPLM-APP,11,,,0 mins 0 secs,,0 mins 0 secs,0.0
Auto,8/3/2016,13:58:06,WINDPLM,DEV4,wind_dev_4_4,all,PLM-WINDPLM-APP,534,PLM-WINDPLM-DB,464,19 mins 9 secs,0 mins 48 secs,19 mins 57 secs,19.57
Auto,8/3/2016,23:56:46,WINDPLM,DEV3,wind_dev_4_3_IB,db,PLM-WINDPLM-APP,535,PLM-WINDPLM-DB,465,14 mins 55 secs,0 mins 45 secs,15 mins 41 secs,15.41
Manual,8/4/2016,03:19:09,AEROPLM,DEV,Dev_3_10_0,app,PLM-AEROPLM-APP,190,,,42 mins 37 secs,,42 mins 37 secs,42.37
Auto,8/4/2016,03:48:36,WINDPLM,QA2,Release_4_4,all,PLM-WINDPLM-APP,536,PLM-WINDPLM-DB,466,19 mins 19 secs,0 mins 38 secs,19 mins 58 secs,19.58
Manual,8/4/2016,03:53:43,ENERGYPLM,QA1,Release_6_1_10,all,PLM-ENERGYPLM-APP,301,PLM-ENERGYPLM-DB,228,33 mins 53 secs,0 mins 44 secs,34 mins 38 secs,34.38
Auto,8/4/2016,04:03:27,WINDPLM,DEV3,wind_dev_4_3_IB,db,PLM-WINDPLM-APP,537,PLM-WINDPLM-DB,467,14 mins 38 secs,0 mins 48 secs,15 mins 26 secs,15.26
Manual,8/4/2016,04:37:52,AEROPLM,QA,Release_3_8_0,app,PLM-AEROPLM-APP,191,,,18 mins 17 secs,,18 mins 17 secs,18.17
Auto,8/4/2016,06:07:59,WINDPLM,QA3,Release_4_3,db,PLM-WINDPLM-APP,538,PLM-WINDPLM-DB,468,14 mins 47 secs,0 mins 50 secs,15 mins 38 secs,15.38
Auto,8/4/2016,06:32:59,WINDPLM,QA,Release_4_5,all,PLM-WINDPLM-APP,539,PLM-WINDPLM-DB,469,17 mins 54 secs,0 mins 54 secs,18 mins 49 secs,18.49
Auto,8/4/2016,06:55:43,WINDPLM,DEV4,wind_dev_4_4,all,PLM-WINDPLM-APP,540,PLM-WINDPLM-DB,470,17 mins 37 secs,0 mins 47 secs,18 mins 24 secs,18.24
Auto,8/4/2016,10:57:11,WINDPLM,DEV,wind_dev_4_5,db,PLM-WINDPLM-APP,541,PLM-WINDPLM-DB,471,16 mins 37 secs,0 mins 45 secs,17 mins 23 secs,17.23
Manual,8/4/2016,13:33:20,NuclearPLM,DEV16,Release_4_0,app,PLM-NuclearPLM-APP,12,,,0 mins 0 secs,,0 mins 0 secs,0.0
Auto,8/4/2016,13:58:56,WINDPLM,DEV4,wind_dev_4_4,all,PLM-WINDPLM-APP,542,PLM-WINDPLM-DB,472,20 mins 35 secs,0 mins 57 secs,21 mins 32 secs,21.32
Auto,8/5/2016,02:55:08,WINDPLM,DEV4,wind_dev_4_4,all,PLM-WINDPLM-APP,543,PLM-WINDPLM-DB,473,13 mins 23 secs,0 mins 55 secs,14 mins 18 secs,14.18
Auto,8/5/2016,03:13:07,WINDPLM,QA2,Release_4_4,all,PLM-WINDPLM-APP,544,PLM-WINDPLM-DB,474,18 mins 16 secs,0 mins 37 secs,18 mins 54 secs,18.54
Auto,8/5/2016,03:22:25,WINDPLM,QA2,Release_4_4,app,PLM-WINDPLM-APP,545,,,0 mins 0 secs,,0 mins 0 secs,0.0
Auto,8/5/2016,03:57:48,WINDPLM,DEV3,wind_dev_4_3_IB,all,PLM-WINDPLM-APP,546,PLM-WINDPLM-DB,475,17 mins 56 secs,0 mins 42 secs,18 mins 39 secs,18.39
